2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 09:24:47,802 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:24:47,803 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 19:39:10,705 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:45,211 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:47,300 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:49,450 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:51,611 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:53,603 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:56,034 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:41:57,869 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:00,034 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:02,153 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:04,414 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:06,681 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:08,709 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:10,705 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:12,800 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:14,938 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:17,038 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:19,287 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:21,725 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:24,006 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:26,134 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:28,264 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:30,325 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:32,422 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:34,492 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:36,630 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:38,714 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:40,904 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:42,972 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:45,305 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:47,136 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:49,211 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:51,886 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:53,904 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:56,009 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:42:58,156 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:00,219 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:02,348 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:04,784 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:06,801 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:08,897 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:10,805 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:13,383 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:15,504 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:17,496 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:19,905 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:22,003 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:24,424 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:26,428 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:28,572 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:30,696 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:32,699 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:34,895 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:36,930 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:39,097 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:41,200 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:43,225 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:45,331 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:47,492 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:49,530 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:51,658 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:53,632 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:55,763 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:43:57,847 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:00,284 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:02,551 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:04,990 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:07,284 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:09,395 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:12,057 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:14,205 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:16,290 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:18,297 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:20,407 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:22,480 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:24,745 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
